ds,yhat,yhat_lower,yhat_upper
2019-06-30,5410.614628158321,-747.5305347849959,11410.215284608828
2019-07-01,5457.952927232449,-450.78434797901355,11948.114364442588
2019-07-02,5354.647189071515,-58.01668429093442,11218.97256581008
2019-07-03,5402.913066057683,-521.3286477798533,10877.912824012685
2019-07-04,5305.326593571195,-564.7648637621377,11759.35426695901
2019-07-05,5326.991720879629,-400.75716364862177,11263.767662360511
2019-07-06,5286.553611254538,-426.46441295880055,11414.22172943978
2019-07-07,5322.479659566248,-1001.7498515629404,11392.563706619962
2019-07-08,5462.6743145581095,-981.5094783114307,11007.247937618145
2019-07-09,5452.257188149132,-487.32919655784053,11278.124796730164
2019-07-10,5592.0565525508955,-514.4065260753835,11707.181210264069
2019-07-11,5583.3050819910095,-687.9461109576425,11283.730147782795
2019-07-12,5689.83366576246,-613.9193648230353,11947.374923433117
2019-07-13,5729.108778113403,-430.4437201030183,11653.531181155557
2019-07-14,5838.534845333503,-288.7448142300997,11675.929457034832
2019-07-15,6045.08726903926,321.95663966415395,11970.31026140723
2019-07-16,6093.105248514663,133.8981360824788,11909.889486997632
2019-07-17,6282.796258431434,-206.85903186494699,12128.643261649597
2019-07-18,6314.9388931689855,81.30263560687985,12196.037083821648
2019-07-19,6453.0798588007165,391.6993890939094,12285.622029984881
2019-07-20,6514.570651023734,714.7795399594146,12790.736464383137
2019-07-21,6636.865506444488,892.2318154278398,12350.347968813734
2019-07-22,6847.146521176655,1086.5348980442734,12658.016078281427
2019-07-23,6890.105393776312,883.2419222312517,12848.99614102608
2019-07-24,7066.434031869597,922.9905176469356,13030.896849549361
2019-07-25,7077.511173538107,1406.8228869023735,12811.815762175704
2019-07-26,7187.581288085781,866.4408070034423,13072.24553387559
2019-07-27,7214.771807807844,1917.7812479529975,13253.722691696466
2019-07-28,7297.370807005882,1273.6484903916567,13149.241196336572
2019-07-29,7463.431552211862,1394.878817188488,13640.291110112896
2019-07-30,7458.53389799611,1570.0278038051874,13755.193268553658
2019-07-31,7584.255259223673,1613.2889798677224,13592.031137294543
2019-08-01,7542.83876454107,1779.8147611635682,13581.937405120638
2019-08-02,7599.3552609787075,1741.3908521973563,13449.590972636659
2019-08-03,7572.705569157604,1860.3241656878731,13827.474744812002
2019-08-04,7601.885388672963,2035.0339514922307,14026.480151597581
2019-08-05,7715.579491299164,1787.0273567166737,13948.290654808761
2019-08-06,7659.915317321171,1975.043043282951,13403.533166989622
2019-08-07,7736.928773070956,1990.299770198231,13446.73378291946
2019-08-08,7649.229829012504,1552.007486178677,13603.651887481003
2019-08-09,7662.16451316635,1305.7878218337962,13710.707324494475
2019-08-10,7594.819559466598,1529.9810147620221,13318.068577498827
2019-08-11,7586.291912339735,1744.1105366960498,13513.542738094866
2019-08-12,7665.289476307771,1322.4641516046895,13537.080437731514
2019-08-13,7577.892935442849,1213.6527850358036,13315.742169778934
2019-08-14,7626.031118435816,1816.5393674910804,13661.643367593424
2019-08-15,7512.157164679571,1473.5475172669046,13522.92597997113
2019-08-16,7501.421731174061,1464.2956691554525,13556.296822063692
2019-08-17,7412.6891441551725,1513.59060923761,13313.63465189217
2019-08-18,7384.818350402789,1854.1804343218391,14009.789790888242
2019-08-19,7446.274729400617,1244.8446226182784,13333.605728201614
2019-08-20,7342.902290732145,1558.1504560967637,13065.472685955428
2019-08-21,7376.408466545794,1305.7652441891369,13097.760289884747
2019-08-22,7249.048529171612,1128.0164994218537,13485.470541978304
2019-08-23,7225.80569362427,1186.701729451871,13414.964766696457
2019-08-24,7125.41267724709,1304.6050930494675,12780.991734764075
2019-08-25,7086.636489849481,969.4474669310589,13150.101172699135
2019-08-26,7137.8924840711825,1148.645249908945,13209.299292859218
2019-08-27,7025.017207720298,1619.2197019475323,13252.213932885772
2019-08-28,7049.75233134653,1120.927810262876,12555.619845226633
2019-08-29,6914.426786684985,846.9283697976283,12734.901444516947
2019-08-30,6884.133318304817,1063.6425988303038,12804.476428861859
2019-08-31,6777.745394468147,791.3241530673322,12948.711598956124
2019-09-01,6734.196448855491,599.7986065395755,12763.259417972664
2019-09-02,6782.087698681607,399.86051648419584,13037.420316395639
2019-09-03,6667.454306997936,635.2108966461285,12532.243433663583
2019-09-04,6692.242391462411,1084.794021230913,12150.759225134221
2019-09-05,6558.984240178039,603.3967560810245,12836.894299104719
2019-09-06,6532.968151261181,754.1579847017572,12580.037270798124
2019-09-07,6433.249039811155,424.3486515321314,12938.705409823033
2019-09-08,6398.921959729165,108.26615959180668,12369.026726407095
2019-09-09,6458.724935521939,803.5757838156962,12099.046476741983
2019-09-10,6358.800991917724,399.0559810706585,12859.541902078128
2019-09-11,6401.171971820363,802.6945679947014,12924.165750247454
2019-09-12,6288.411558374541,-24.29180430320644,12129.65188425287
2019-09-13,6285.813939818138,627.2667479240511,12730.18526889491
2019-09-14,6212.404250491553,77.6845379647104,12178.498932671606
2019-09-15,6207.212894722842,-150.55143587797855,12080.821264837354
2019-09-16,6298.880080216686,149.96678938319042,12218.1209909369
2019-09-17,6233.42035594861,-101.21342886621373,12003.578940580468
2019-09-18,6312.699631978439,48.845901169216,12463.65558939848
2019-09-19,6239.111967998535,105.40921145172292,12136.881660446965
2019-09-20,6277.7524292479575,115.8001983019482,12290.61986743016
2019-09-21,6167.070309947959,104.06427523145261,11801.241618551141
2019-09-22,6126.233118121595,-35.41735633771819,12470.423040834494
2019-09-23,6183.650634361247,120.97454483908955,11458.616256627547
2019-09-24,6085.105572261117,190.57201798862448,12644.916563833516
2019-09-25,6132.234757554376,616.9515800190663,12254.864245965593
2019-09-26,6027.209688832211,93.34348748077785,11656.22781665737
2019-09-27,6034.912684879319,223.55866377088927,12221.971332248688
2019-09-28,5973.954531423987,-277.7078655402489,11992.74358066707
2019-09-29,5982.955532569448,-42.7086964560522,12054.445702209383
2019-09-30,6090.156116387924,-172.58076267432799,12110.663309987669
2019-10-01,6041.1866410127,161.7513008603159,12789.133908905662
2019-10-02,6137.548761418647,72.85088071375282,12049.128803216568
2019-10-03,6081.2955599293,-62.92659107635839,12150.254253428311
2019-10-04,6137.206689450221,312.95617432534624,12731.694831267183
2019-10-05,6123.804500757815,-101.1616874822453,12294.89149246938
2019-10-06,6179.633129629394,415.70081346381914,12389.539268389897
2019-10-07,6332.866772952119,585.1715742334283,12077.52877497604
2019-10-08,6329.076886124859,521.9682224281587,12238.608673424334
2019-10-09,6469.7107513294895,90.86131415008282,12779.683541546132
2019-10-10,6456.76870978139,273.75494051386084,12388.565307457826
2019-10-11,6554.976395191531,692.0789605417511,12623.323332272732
2019-10-12,6582.798023898877,880.6317734471847,12827.784587707978
2019-10-13,6678.712795564109,1257.9676061315156,12496.656648063105
2019-10-14,6870.820704182647,1372.2777678958307,12736.849333401142
2019-10-15,6904.607553651787,771.5516072893729,13323.387014703472
2019-10-16,7081.4216800985905,911.8076428519473,12906.594951285972
2019-10-17,7103.149717021967,1238.1914456604034,13024.448084537407
2019-10-18,7234.387773865274,1355.078136379473,13510.034065986207
2019-10-19,7293.454107658499,1136.6565360273485,13176.596065169446
2019-10-20,7418.665357259034,1352.02639617633,13291.915157988933
2019-10-21,7637.94264790471,1744.2928517861942,14111.641796369267
2019-10-22,7696.57736155132,1519.8730949115727,13430.431274982757
2019-10-23,7895.709070721814,2053.499848633103,14062.607414069733
2019-10-24,7937.002962794422,1723.390130809181,14189.258876223987
2019-10-25,8084.823112365626,2361.9206722756767,14588.92958432408
2019-10-26,8157.247665330937,2543.156189977966,13866.686779606398
2019-10-27,8292.347985673363,2480.3120153504583,14531.632240671603
2019-10-28,8517.7980518929,2977.540844152379,14225.586588602793
2019-10-29,8578.643875550824,2446.7017715976745,14605.977179890257
2019-10-30,8775.78541416118,3185.069702167252,14972.776803470158
2019-10-31,8810.658276859602,2473.0881406944695,14974.813866414315
2019-11-01,8947.411548233416,2987.9972106099444,14822.723001301245
2019-11-02,9003.927756992121,2958.6813508764176,15232.86383222208
2019-11-03,9118.10699775331,3751.313938836512,15185.820791399146
2019-11-04,9317.481443268403,3095.027154111097,15172.63846295277
2019-11-05,9346.989962004382,3497.5545868919603,15634.311674134166
2019-11-06,9507.465246809477,3139.0317173541785,15760.019168884013
2019-11-07,9500.320676911357,3961.477453188953,15276.42265833657
2019-11-08,9589.733152296676,3675.1062457382313,15289.060007903247
2019-11-09,9593.667830605584,3711.9105521962833,15527.17934704668
2019-11-10,9650.166668436803,3670.7960955350513,14820.6990494037
2019-11-11,9786.966889048423,3399.2876144742013,15884.606994650841
2019-11-12,9749.27896854795,4200.87337073866,15570.930763668348
2019-11-13,9838.276418014428,3475.0561591397054,15512.511978236023
2019-11-14,9755.784452621981,3793.8534161219372,15581.346102283887
2019-11-15,9766.463655925632,4024.3222615171053,15947.877106193815
2019-11-16,9688.83444245398,3641.724117917219,15710.207649192025
2019-11-17,9661.564101483556,3656.637255157326,15771.951980540674
2019-11-18,9713.082437308194,3770.8301900308747,15357.434916421227
2019-11-19,9589.35550833638,3464.6294316536228,15397.443460241848
2019-11-20,9592.369674242762,3706.0500246547595,15461.969810643599
2019-11-21,9424.813000101532,3085.834346296378,15210.941148271311
2019-11-22,9352.250113859916,3368.179100084308,15402.615914152993
2019-11-23,9194.136342675525,2839.823210205743,14780.344644764724
2019-11-24,9090.092970755395,2988.554011191065,15185.075442422356
2019-11-25,9069.509733663297,3275.8860880857874,14989.925995457445
2019-11-26,8879.30419248015,3053.848575491118,14567.25449338962
2019-11-27,8822.39038002056,2617.9411465622065,14551.921919570384
2019-11-28,8602.343992280068,2430.6097158179955,14811.35349575453
2019-11-29,8485.560485088734,3029.496320790977,14128.058074203533
2019-11-30,8292.252201347846,2403.384865181965,14144.971707440556
2019-12-01,8162.706703101964,2548.8256816936414,14113.57164861032
2019-12-02,8126.872781119206,2615.405048790443,14137.840599974672
2019-12-03,7932.104162256497,1560.8009524329948,14027.467340205272
2019-12-04,7881.613694984439,2429.2200350723697,14414.084832837487
2019-12-05,7679.125676783592,1986.8735929186412,14118.807715761986
2019-12-06,7591.023066792412,1201.974923139388,13454.461973847485
2019-12-07,7437.336075183538,1187.8221741948655,13449.178893941662
2019-12-08,7357.994642078006,1390.443084093549,13650.893731357637
2019-12-09,7382.41157930492,1099.7636681303209,13407.063792058187
2019-12-10,7257.226648082388,811.2318194904124,12748.101526056198
2019-12-11,7284.764548511428,1005.3429285832664,13025.239971926625
2019-12-12,7167.694614426669,1435.0986953191457,13621.78957696381
2019-12-13,7171.189013792182,1247.0296002506475,13155.88486220031
2019-12-14,7113.925924118227,732.3397654707096,13024.600152957344
2019-12-15,7134.366335989391,1691.215650770272,13357.370670500377
2019-12-16,7260.3398416613245,1424.6360937875243,13395.32898444717
2019-12-17,7236.831858702575,1174.7335307920857,12755.95640456126
2019-12-18,7364.4624532756025,1423.5048843533464,13031.980723674675
2019-12-19,7344.175344766247,1054.2502968093718,13499.064368540263
2019-12-20,7439.427135925978,1660.6875148381134,13876.936235063398
2019-12-21,7467.22266309973,1221.4429608512291,13526.748946479998
2019-12-22,7564.418245950023,1109.1250597990193,13692.489145649697
2019-12-23,7757.358750353273,1462.5797429751815,14142.714189689197
2019-12-24,7789.67776551979,1619.863453373201,13689.712739312776
2019-12-25,7960.812804227812,1858.9968675007651,14293.24637883635
2019-12-26,7970.72217820771,2116.6937876576535,13887.474196588999
2019-12-27,8082.099156198231,1817.488317502775,14324.046708369166
2019-12-28,8111.428655977087,2245.1187263162865,14196.008566260074
2019-12-29,8195.307661906263,1667.3456649578152,14526.215824909043
2019-12-30,8360.094765248212,2532.91515798609,13820.734978031876
2019-12-31,8349.717698259657,2588.0283874829124,14560.223759861587
2020-01-01,8464.190440580282,3075.008147679435,14620.071595694262
2020-01-02,8404.326330644273,2056.496320948025,14341.690196117132
2020-01-03,8433.94269037536,2399.392523770936,14751.46018905152
2020-01-04,8370.90224166621,2596.6648261578193,14358.36054454358
2020-01-05,8353.41266332544,2048.9655801509793,14432.301835830718
2020-01-06,8409.649973253836,2593.2940773505297,14948.39410743328
2020-01-07,8285.535021990774,2370.4329873145625,14363.945944284986
2020-01-08,8283.215212959956,2487.1895367169673,14288.736123790606
2020-01-09,8105.738531527812,1964.6329608318845,14343.238848834146
2020-01-10,8019.21614103291,1993.4367427523564,14287.633699113932
2020-01-11,7843.819659774326,1867.900711620357,13562.451434960798
2020-01-12,7720.035371396246,1149.1540276145174,13491.141986278431
2020-01-13,7678.242005950168,1696.9310694999224,13842.994964620904
2020-01-14,7466.44235793642,1891.8511284381332,13480.284595158779
2020-01-15,7388.701842078261,1431.648693504927,13224.531052650455
2020-01-16,7149.782036680667,982.1852894455128,13485.177413188738
2020-01-17,7017.266399627919,1026.6092224307097,13223.996460210083
2020-01-18,6812.525134526683,789.4066933426225,13155.23209107994
2020-01-19,6676.942237909241,706.7346345528207,12738.678230902684
2020-01-20,6641.4720383944605,209.9746407343262,12517.794597966913
2020-01-21,6454.356044915191,345.49381712970063,12560.003901144522
2020-01-22,6419.553617755203,753.4886581836389,12352.685327843597
2020-01-23,6241.374775191904,671.7560821455164,12271.4887719049
2020-01-24,6186.6124251040255,136.14735291593874,12490.491096360212
2020-01-25,6075.520939684301,-145.55693055718575,12490.841844714405
2020-01-26,6048.063880097296,526.5302866374683,11908.145396887216
2020-01-27,6133.4977960354445,-164.43462833322326,12372.852659623493
2020-01-28,6078.122376402227,536.4310879274069,12235.893951691593
2020-01-29,6183.749779720645,58.8052284146274,12169.434351810667
2020-01-30,6152.380642082005,-365.2661271585439,12669.212753446851
2020-01-31,6248.383124925236,-162.49380354120072,12074.719054707899
2020-02-01,6289.520902282303,740.5232262611481,12531.261930036075
2020-02-02,6413.251807615748,398.9375757294234,12644.314039476578
2020-02-03,6646.362935331289,223.56146428868703,12701.520295692391
2020-02-04,6732.771326667489,834.3508455356107,12808.898917562194
2020-02-05,6972.041932406218,642.4084238387175,13204.728670015307
2020-02-06,7064.1092516790895,1019.5819148651418,12872.807062504298
2020-02-07,7271.497974608162,1060.1318183977187,13717.280958775325
2020-02-08,7410.38758308265,1572.6820639965915,14109.395128794957
2020-02-09,7616.941796772722,1441.201630473789,13381.174031606583
2020-02-10,7916.967959439223,1728.6417902174626,14048.61285684245
2020-02-11,8053.7349456075535,2301.0076286817307,14462.701264107573
2020-02-12,8326.500894853925,2303.876491978385,13950.92158968303
2020-02-13,8435.236962065468,2641.202863878971,14503.525709246092
2020-02-14,8642.842380642722,2577.676115710373,14097.597599486791
2020-02-15,8766.195943570758,3001.9634407043595,14591.138259902604
2020-02-16,8942.465118441658,2904.026248425036,15681.996205390045
2020-02-17,9198.73839120468,3517.4259407904588,15190.525631617846
2020-02-18,9279.810077479273,3288.8830321205714,15352.857563603999
2020-02-19,9486.669710628037,3316.8261631830646,15427.233730073485
2020-02-20,9521.183120835123,3230.848636605621,15073.59797180418
2020-02-21,9648.261529397634,3877.9284622056443,15540.372168368698
2020-02-22,9686.864866772254,3711.6829842361753,15869.453775349155
2020-02-23,9776.26168339002,4049.399702090765,15438.444356826807
2020-02-24,9945.612422039287,3957.5645738202984,15624.940152404784
2020-02-25,9941.706456883583,3884.8799140974647,15881.127415185068
2020-02-26,10067.406138127813,4505.660069526859,15912.947804125604
2020-02-27,10026.286022191509,4149.140446087591,15783.57446434057
2020-02-28,10084.764586842051,4210.317211591603,16222.886998090993
2020-02-29,10063.075500819861,4392.282244021466,16450.96573852619
2020-03-01,10101.501542694572,4040.00335304728,15885.098519762443
2020-03-02,10229.938510617418,4887.637718229846,16362.564407956108
2020-03-03,10195.619934322021,4105.041720166873,16180.478182804414
2020-03-04,10301.55605863089,4107.811306161694,16277.008700951168
2020-03-05,10251.175327422618,3966.3475771478215,16053.600908640514
2020-03-06,10310.465535134463,4653.085582371161,16166.976866101802
2020-03-07,10298.961405548234,4146.9839396327025,16385.39359260508
2020-03-08,10356.001214148137,4583.9458827634635,16253.98581525324
2020-03-09,10562.117056710149,4671.823766252508,16405.00845603939
2020-03-10,10611.399326079445,4561.242019681123,16576.89502550647
2020-03-11,10805.366927154922,4866.764213260982,16878.170511402004
2020-03-12,10845.851519519325,4855.856749522169,17010.186759218876
2020-03-13,10997.181374380594,4599.855485112722,16604.302959303626
2020-03-14,11077.21261135943,5139.962037477232,17504.407692010267
2020-03-15,11223.629318418376,5690.539246172546,17202.975726524408
2020-03-16,11463.578163872706,5440.850364980897,17281.668293459003
2020-03-17,11541.466482706175,5549.246240872438,17559.212554519498
2020-03-18,11757.475428049536,6210.011129888977,17757.22583299438
2020-03-19,11812.274537238667,5654.097198202165,17670.152285623244
2020-03-20,11969.233046758793,5960.252269196582,17980.950100557882
2020-03-21,12045.472976334811,6257.541175005973,18300.071385229538
2020-03-22,12178.184995986081,5821.923882105704,18033.779549762043
2020-03-23,12394.272358065684,6584.030262288967,18449.31677246495
2020-03-24,12438.151719339457,6692.760321325019,18688.498557808405
2020-03-25,12610.262459201924,6323.582787988335,18361.139489478435
2020-03-26,12611.771029331216,6910.518606150563,18799.894753351095
2020-03-27,12706.766019293738,6798.602858049556,19092.268038500646
2020-03-28,12713.289462355599,6565.473914694136,19026.766083084156
2020-03-29,12769.626038572025,6504.439522249884,18725.27389113052
2020-03-30,12903.916221605574,7101.683100202293,18947.021829505087
2020-03-31,12861.923058765424,7207.738555154042,18794.86336071089
2020-04-01,12945.505131132588,7040.692549975655,18256.066669943622
2020-04-02,12857.283220686313,7195.948402073349,18604.71183958478
2020-04-03,12862.797384681653,6991.694480864189,18697.845046158665
2020-04-04,12781.500974276723,6267.972410422664,18773.22186766445
2020-04-05,12753.014237361174,6866.525427859968,18469.93455148143
2020-04-06,12806.704479153152,6475.429627419913,18522.127292144323
2020-04-07,12689.423317198101,6890.6858211825875,18461.082968257
2020-04-08,12703.954322920657,6677.2022930483245,17929.306866769864
2020-04-09,12553.659200979277,5922.467438427101,19064.54853391892
2020-04-10,12504.619694472736,6416.642831869698,18188.377611500473
2020-04-11,12376.622092300633,6541.392278087255,18499.5098481586
2020-04-12,12309.40716166011,6773.182840774646,18355.456064500962
2020-04-13,12332.25250239429,6311.894280175776,18356.592866298088
2020-04-14,12191.71772386954,5681.773418029211,18142.627525001284
2020-04-15,12190.105446468258,6368.34548969014,18338.2739100897
2020-04-16,12030.125843941607,5734.907100954263,17814.032389169923
2020-04-17,11977.061347682815,6098.329801646563,17821.802767873378
2020-04-18,11849.77770673217,5821.078312758024,17672.90003845206
2020-04-19,11787.003447932424,5576.74606750747,18122.842145523533
2020-04-20,11816.943880293422,5558.012128176417,18194.83604151082
2020-04-21,11685.059141192913,5782.110111919535,18182.350792826688
2020-04-22,11692.558358123992,5614.585141745012,18008.10737995259
2020-04-23,11541.096713974617,5676.310908968593,17395.88875284548
2020-04-24,11494.97113410625,5207.921838508993,16882.021759927276
2020-04-25,11372.159936179885,5430.274472616179,17297.23125790788
2020-04-26,11310.627707179063,5543.761841642644,17125.31297805081
2020-04-27,11337.96086539201,5550.41902084752,17813.282610097922
2020-04-28,11199.162830572603,5312.151495676013,17193.934251335817
2020-04-29,11195.16042835565,5411.6466665426515,17093.902677393664
2020-04-30,11027.508007580676,4721.839847768227,16870.812116367782
2020-05-01,10960.58482529316,4557.575610578904,16809.57380982556
2020-05-02,10812.631026333409,4732.285245139554,16942.35876734401
2020-05-03,10722.043616851817,5436.540921399287,16836.584692670254
2020-05-04,10716.998168779137,4566.4937732720855,16417.437722921004
2020-05-05,10543.225593622512,4475.6042085269655,16316.720353852525
2020-05-06,10502.496150615636,4364.058360561079,16490.047181700935
2020-05-07,10297.297815144822,4089.2505755390507,16205.476478826753
2020-05-08,10193.005299578308,4287.573843229103,16120.07900898398
2020-05-09,10008.88586013951,4023.7773340545655,16019.734740831118
2020-05-10,9884.364142924876,3718.9392349361624,15743.065066257095
2020-05-11,9848.612683235531,3955.4173379406493,15665.692250669379
2020-05-12,9648.29827307836,3783.5160732265413,15847.248294619794
2020-05-13,9586.03721371682,3881.3942462876225,15857.019264186998
2020-05-14,9365.047383292054,3385.5071812142446,15208.624333254835
2020-05-15,9251.294146216731,3310.075468164388,14968.069181643586
2020-05-16,9064.47688335576,2857.660664146182,15282.865892074145
2020-05-17,8944.278935008737,3086.9356750692564,14532.006456095569
2020-05-18,8919.947989108015,3351.9321998924825,14738.021315771528
2020-05-19,8738.037416168416,2690.160745345829,14510.101259931183
2020-05-20,8700.861715698406,2538.5423509902976,14567.087980630638
2020-05-21,8511.154009581513,2428.441318584091,14632.594518849348
2020-05-22,8434.222472672034,2458.4208269507353,14885.015079724288
2020-05-23,8288.952205403559,2260.595073780351,14364.79227575434
2020-05-24,8214.074936329334,1842.3411620320549,14005.57986499748
2020-05-25,8237.77306442278,2455.0944913083385,14437.25380901776
2020-05-26,8105.447916035467,1905.309754736039,14529.12275606269
2020-05-27,8118.204667744867,2442.735338128308,14010.253035511514
2020-05-28,7977.541089680853,1788.0242860426813,13979.371869572207
2020-05-29,7947.536172385306,2254.5357360528856,13793.150574285217
2020-05-30,7845.884290726611,2244.8556871763553,13823.316163707299
2020-05-31,7810.19644021157,1937.2839957478989,13604.854651294796
2020-06-01,7867.634224297197,2591.0169519523397,14145.191632072492
2020-06-02,7818.732020118073,1686.9193055526432,13387.666877820648
2020-06-03,7907.827347511135,2541.943360504082,13570.336319939344
2020-06-04,7835.849359334222,2092.0972256585856,13738.624532386957
2020-06-05,7866.497569441514,1884.420531127776,13602.780320299617
2020-06-06,7817.287745134925,2163.1346942274663,14036.910553039455
2020-06-07,7825.859853570742,1933.8982764340096,14119.487040014428
2020-06-08,7919.613566266016,1842.0854042793935,13884.937762597025
2020-06-09,7843.500368937758,1557.223069040215,14307.705165882946
2020-06-10,7898.524099091206,1931.072301519595,13595.705602158328
2020-06-11,7786.43665149349,2025.7504786713434,13575.307830020784
2020-06-12,7771.9247241202465,1996.1291811249068,14072.410452609976
2020-06-13,7673.633295419571,1550.6979537592247,13982.55182366357
2020-06-14,7630.44763100397,1725.5930377090237,13733.591331614844
2020-06-15,7671.099978439542,1743.6537198772644,13500.410743429116
2020-06-16,7541.930720593882,1536.2567689448335,13497.428143236912
2020-06-17,7545.3565826983895,1553.6173453509573,13670.366115848621
2020-06-18,7384.533435161769,1188.6630015337919,13492.539802171872
2020-06-19,7325.51037491238,1126.6330915577269,13182.284169457613
2020-06-20,7188.221573718612,1270.2616461131515,13092.619658810823
2020-06-21,7112.738456331528,1711.7357796711317,13199.46863758709
2020-06-22,7128.849079765046,882.9122475022704,13188.896481541471
2020-06-23,6983.795127103533,1040.3894165272789,12883.780514421862
2020-06-24,6980.719668668504,1053.5300706738326,12620.959541602107
2020-06-25,6823.313691750134,740.8018837098075,12583.478368399074
2020-06-26,6777.958432019801,772.3697373156617,13134.717876837125
2020-06-27,6664.710229024526,789.4046048533268,13165.417144673225
2020-06-28,6623.5505819041155,1048.1211371529193,12258.80269505385
2020-06-29,6683.9682681052045,352.51848553195504,12789.953107017769
2020-06-30,6592.703810185934,871.2785337512464,12477.630764231013
2020-07-01,6652.209200532443,986.4604225244203,12944.296953841662
2020-07-02,6565.310535562907,649.4043429290072,12621.405398328268
2020-07-03,6597.370146823583,737.1566704164564,12809.035258620705
2020-07-04,6567.294422604811,5.763800043856339,12437.91197336906
2020-07-05,6613.809399200965,1035.566243283442,12547.417742851012
2020-07-06,6765.070335728584,717.8057220215029,12747.725437437191
2020-07-07,6766.434874267204,521.4824386676705,12859.028226158567
2020-07-08,6918.951995383702,1074.2331964144475,12706.697137596357
2020-07-09,6924.053722386852,711.2723679202932,12890.198870249407
2020-07-10,7045.7454827337115,1227.4526282341096,13195.337093759781
2020-07-11,7101.640677231784,1432.4867116556889,12968.329243090762
2020-07-12,7229.26094467368,1640.3079743804524,13238.391382912705
2020-07-13,7455.667809639543,1417.2206025492528,13093.036885093241
2020-07-14,7525.254866197916,1429.2535771964135,13346.384533894468
2020-07-15,7738.25234517041,1881.095255587131,14192.647848684584
2020-07-16,7795.430749651296,1588.6885647366792,13691.95831453271
2020-07-17,7960.299296688839,1724.4747199697877,13748.53154346405
2020-07-18,8050.144645186098,2040.419850919975,14103.047561994985
2020-07-19,8202.331426101062,2148.0964679519952,13886.03625008882
2020-07-20,8443.930386687762,2558.020312778128,14456.197366997347
2020-07-21,8519.503515205908,2386.9641477997466,14268.995195388487
2020-07-22,8729.59828904371,2789.36240067341,14990.357229397365
2020-07-23,8775.438097837525,2544.6373888481653,15122.080190748296
2020-07-24,8921.105006316091,3085.9367479554503,14861.156805541877
2020-07-25,8984.560810849849,2756.098059569453,15431.598506283995
2020-07-26,9103.928413008021,3281.1845373157366,15454.8849963183
2020-07-27,9307.099848170383,3685.1429689325532,15370.842268626695
2020-07-28,9339.500866661887,3328.2604843448485,15426.410621224044
2020-07-29,9502.564732136094,3633.099044625875,15451.907135067044
2020-07-30,9498.402787924497,3619.5342691161536,15776.64642322809
2020-07-31,9591.968420316398,3485.9227045246103,15472.441623781195
2020-08-01,9602.060791015065,3501.2072857792846,15685.168323184027
2020-08-02,9667.590725046737,3578.54283492577,15786.2013091354
2020-08-03,9817.175392187217,4198.933970104551,15939.364613475096
2020-08-04,9796.89191083729,3547.1349630428795,15648.943611329074
2020-08-05,9908.742698364144,4080.1580415264266,15818.11212300069
2020-08-06,9855.320204252957,3971.1267928091765,15632.485016336364
2020-08-07,9901.967667541614,3743.092024142769,16692.974124074237
2020-08-08,9867.782212726876,4055.7047218511248,15884.116378988381
2020-08-09,9891.882546171677,4009.23066904333,16241.253444827711
2020-08-10,10003.007706718592,3751.1160172857976,16314.909603486569
2020-08-11,9947.276762425416,3372.0935843608495,15638.027343249074
2020-08-12,10026.661996498646,4255.257129472805,16064.776896253261
2020-08-13,9943.662903450799,3940.9575727206957,15912.67966071844
2020-08-14,9963.477297447505,4308.682848008547,15477.336709274268
2020-08-15,9905.015493814908,3837.957283716868,16309.811809610232
2020-08-16,9907.179469274297,3764.579322134841,15646.264260151096
2020-08-17,9998.47310501483,4210.923695626731,15871.443958360933
2020-08-18,9924.773071395528,3972.952473754014,15730.69304608348
2020-08-19,9987.812589365838,3831.9288563005325,15992.75213722958
2020-08-20,9889.865114457954,3898.876402187872,15952.35861489331
2020-08-21,9895.924009343966,3445.6227091323776,16044.884771921961
2020-08-22,9824.723974204335,3804.9431823003724,15786.993599313788
2020-08-23,9815.025996487384,4210.185292636139,15540.22411699159
2020-08-24,9895.23183000282,3819.8794296692777,15564.392001268465
2020-08-25,9811.157518230713,3855.3288563649894,15757.744990509864
2020-08-26,9914.179902212276,3955.588321587795,15659.309561983548
2020-08-27,9856.93471151105,3335.8071513842424,15337.348843963327
2020-08-28,9904.47939892428,3600.6540322358987,15534.380729435246
2020-08-29,9875.649622808596,4025.218462225827,15773.719187095043
2020-08-30,9909.339804790516,4186.5861270975975,15854.633413453432
2020-08-31,10034.112265684636,4142.024011922047,16292.948411711619
2020-09-01,9995.964666592869,4032.7421608669288,15687.385562802183
2020-09-02,10096.808219812348,4669.798730763945,16238.429677740545
2020-09-03,10039.143996584247,4475.292636412097,16567.98034816914
2020-09-04,10088.233719766606,4293.942196357517,15915.25224991757
2020-09-05,10063.111162091504,3995.1194661893824,16609.497493351482
2020-09-06,10102.85628052552,4326.974527646772,16728.56241272965
2020-09-07,10236.198471169631,4513.322936127437,16354.369933628228
2020-09-08,10209.278828192306,4412.134972692627,16587.823118793778
2020-09-09,10324.123999101223,4138.3354222451335,16431.24817221026
2020-09-10,10283.319059735135,4148.104339580461,16485.735087598707
2020-09-11,10352.175860547493,4437.039365805992,16230.732777752502
2020-09-12,10349.742995116201,4736.211599315819,16415.47765832201
2020-09-13,10415.079519019211,4584.093151780755,16052.464121180521
2020-09-14,10576.85877019069,4376.767165335541,16366.241444940393
